DATASET
OBJTYPE "mesh3d"
BEGVEC
ND 8
NC 6
NAME "Velocity"
TIMEUNITS SECONDS
 8.72513438e-01 -3.21451617e-01  1.35946592e+00
-1.59102514e-01 -2.97638885e-01  4.18090788e-09
 4.41623736e-01  2.85425424e-02 -8.41583913e-01
 4.41623736e-01  2.85425424e-02  0.00000000e+00
TS 0  2.80100000e+00
 7.53966501e-01 -9.77622809e-02 -9.03517880e-02
 7.53966501e-01 -9.77622809e-02  0.00000000e+00
-4.86543303e-02  3.80929667e-01  1.88803115e+00
 8.44821348e-01  3.45333007e-01 -2.30024894e-09
 8.44093453e-01 -3.54873797e-01  1.60718230e+00
-2.19638508e-01 -2.23531023e-01  1.55906230e-09
 3.90781646e-01  5.50958445e-02 -6.38509371e-01
 3.90781646e-01  5.50958445e-02  0.00000000e+00
TS 0  2.85100000e+00
 6.55205597e-01 -4.22754949e-02 -1.83249196e-01
 6.55205597e-01 -4.22754949e-02  0.00000000e+00
 3.12549334e-03  3.49768087e-01  1.30202028e+00
 8.17910749e-01  3.04283829e-01  2.65148549e-10
 7.28427341e-01 -3.58335795e-01  1.70263148e+00
-2.79790291e-01 -9.07231059e-02  1.00738256e-10
 3.16176925e-01  8.27169198e-02 -3.08835187e-01
 3.16176925e-01  8.27169198e-02  0.00000000e+00
TS 0  2.90100000e+00
 5.24139026e-01  1.20727586e-02 -2.58092136e-01
 5.24139026e-01  1.20727586e-02  0.00000000e+00
 5.56448868e-02  2.87967439e-01  6.43082694e-01
 7.22617900e-01  2.36183146e-01 -5.17671214e-08
 5.49447415e-01 -3.26097296e-01  1.57207210e+00
-3.25140896e-01  6.58683405e-02  2.85426514e-08
 2.19721410e-01  1.03384351e-01  6.24619175e-02
 2.19721410e-01  1.03384351e-01  0.00000000e+00
TS 0  2.95100000e+00
 3.71971291e-01  5.41860335e-02 -3.00642774e-01
 3.71971291e-01  5.41860335e-02  0.00000000e+00
 9.51216751e-02  1.93211540e-01  5.83134467e-02
 5.75091335e-01  1.58327616e-01  1.27342201e-09
 3.31337336e-01 -2.56971580e-01  1.20632911e+00
-3.41807856e-01  2.08615923e-01 -8.01950082e-10
 1.05706117e-01  1.10632499e-01  3.85569479e-01
 1.05706117e-01  1.10632499e-01  0.00000000e+00
TS 0  3.00100000e+00
 2.09086754e-01  7.69669627e-02 -2.86911959e-01
 2.09086754e-01  7.69669627e-02  0.00000000e+00
 1.13041750e-01  7.01731666e-02 -3.63171061e-01
 3.90637384e-01  8.48261197e-02 -1.13360667e-08
 9.66151303e-02 -1.56214905e-01  6.45154777e-01
-3.18672872e-01  3.07159465e-01  4.97120237e-09
-1.94794733e-02  1.01106859e-01  5.71145980e-01
-1.94794733e-02  1.01106859e-01  0.00000000e+00
TS 0  3.05100000e+00
 4.31147836e-02  7.71258413e-02 -2.18447275e-01
 4.31147836e-02  7.71258413e-02  0.00000000e+00
 9.96987292e-02 -7.56119492e-02 -6.20515868e-01
 1.92068146e-01  2.56396439e-02 -6.77125172e-09
-1.02522677e-01 -5.35728761e-02  1.36637684e-02
-2.64108331e-01  3.67000229e-01  3.42482815e-09
-1.49988286e-01  7.55209291e-02  5.88375335e-01
-1.49988286e-01  7.55209291e-02  0.00000000e+00
TS 0  3.10100000e+00
-1.16741912e-01  5.97808622e-02 -1.20331496e-01
-1.16741912e-01  5.97808622e-02  0.00000000e+00
 6.04677447e-02 -2.29994671e-01 -7.84050734e-01
-8.43258479e-04 -1.52571724e-02 -6.25854761e-10
-2.61216224e-01  4.51696134e-02 -5.46798046e-01
-1.85248873e-01  3.89322965e-01  4.87208543e-10
-2.78105293e-01  3.63140633e-02  3.95328918e-01
-2.78105293e-01  3.63140633e-02  0.00000000e+00
TS 0  3.15100000e+00
-2.61470558e-01  3.40912942e-02 -2.83356292e-02
-2.61470558e-01  3.40912942e-02  0.00000000e+00
 3.91734967e-03 -3.75812334e-01 -8.55296266e-01
-1.73474176e-01 -4.06049816e-02 -3.58237082e-10
-3.77508600e-01  1.33295880e-01 -1.00853251e+00
-9.11440416e-02  3.77739639e-01  3.84681080e-10
-3.99632516e-01 -9.49923167e-03  1.00387813e-01
-3.99632516e-01 -9.49923167e-03  0.00000000e+00
TS 0  3.20100000e+00
-3.83132115e-01  1.00838792e-02  4.03240919e-02
-3.83132115e-01  1.00838792e-02  0.00000000e+00
-6.09687279e-02 -5.00799558e-01 -8.66358568e-01
-3.15654185e-01 -5.62720267e-02  7.93139177e-11
-4.51914686e-01  2.03714566e-01 -1.34157051e+00
 6.13912391e-03  3.42900781e-01 -2.70404340e-11
-5.10667029e-01 -5.33089028e-02 -2.12495753e-01
-5.10667029e-01 -5.33089028e-02  0.00000000e+00
TS 0  3.25100000e+00
-4.74971701e-01 -2.94262402e-03  6.90006948e-02
-4.74971701e-01 -2.94262402e-03  0.00000000e+00
-1.24295749e-01 -5.97977623e-01 -8.37876313e-01
-4.20108599e-01 -6.81880366e-02 -1.39811915e-10
-4.93406473e-01  2.53415762e-01 -1.53634799e+00
 9.44262789e-02  2.97431443e-01  1.08670693e-10
-6.04847345e-01 -8.70946063e-02 -4.51776516e-01
-6.04847345e-01 -8.70946063e-02  0.00000000e+00
TS 0  3.30100000e+00
-5.31761560e-01  6.38733419e-04  5.30357278e-02
-5.31761560e-01  6.38733419e-04  0.00000000e+00
-1.74768828e-01 -6.61816054e-01 -8.01764063e-01
-4.86219863e-01 -8.23004571e-02 -2.18013025e-10
-5.15716645e-01  2.81542818e-01 -1.59098060e+00
 1.63112506e-01  2.53863827e-01  9.29662870e-10
-6.72956783e-01 -1.04185678e-01 -5.57535039e-01
-6.72956783e-01 -1.04185678e-01  0.00000000e+00
TS 0  3.35100000e+00
-5.49779280e-01  2.11184691e-02 -1.90003387e-03
-5.49779280e-01  2.11184691e-02  0.00000000e+00
-2.03361697e-01 -6.90139732e-01 -7.78767315e-01
-5.18183564e-01 -1.01683983e-01 -4.30195931e-10
-5.32140291e-01  2.88545848e-01 -1.51450946e+00
 2.05624288e-01  2.21384838e-01  1.02315193e-09
-7.04039602e-01 -1.00248038e-01 -5.05969101e-01
-7.04039602e-01 -1.00248038e-01  0.00000000e+00
TS 0  3.40100000e+00
-5.26898534e-01  5.33120975e-02 -7.86496814e-02
-5.26898534e-01  5.33120975e-02  0.00000000e+00
-2.05234935e-01 -6.83789872e-01 -7.77015523e-01
-5.23517109e-01 -1.25731611e-01 -5.35681007e-10
-5.51532661e-01  2.76092845e-01 -1.32184697e+00
 2.20264621e-01  2.04748701e-01  5.02086706e-10
-6.87760607e-01 -7.49933938e-02 -3.06454058e-01
-6.87760607e-01 -7.49933938e-02  0.00000000e+00
TS 0  3.45100000e+00
-4.62736756e-01  8.78875130e-02 -1.50388391e-01
-4.62736756e-01  8.78875130e-02  0.00000000e+00
-1.80457024e-01 -6.45434882e-01 -7.92152872e-01
-5.10910111e-01 -1.50552111e-01 -2.64412216e-10
-5.75238588e-01  2.47458425e-01 -1.03279583e+00
 2.09824269e-01  2.03880520e-01  1.56868560e-11
-6.18404586e-01 -3.37825347e-02  2.96089742e-03
-6.18404586e-01 -3.37825347e-02  0.00000000e+00
TS 0  3.50100000e+00
-3.59015493e-01  1.13684997e-01 -1.84563099e-01
-3.59015493e-01  1.13684997e-01  0.00000000e+00
-1.33670762e-01 -5.77783467e-01 -8.07957654e-01
-4.87447743e-01 -1.70100441e-01  1.96834130e-10
-5.94603212e-01  2.07382438e-01 -6.76885333e-01
 1.80131634e-01  2.13574267e-01 -1.60016164e-10
-4.99497282e-01  1.25439327e-02  3.54133360e-01
-4.99497282e-01  1.25439327e-02  0.00000000e+00
TS 0  3.55100000e+00
-2.20648218e-01  1.20734610e-01 -1.53514999e-01
-2.20648218e-01  1.20734610e-01  0.00000000e+00
-7.37729026e-02 -4.83411042e-01 -7.96973849e-01
-4.55304828e-01 -1.77312809e-01  8.78844996e-11
-5.91458210e-01  1.61433589e-01 -2.97302415e-01
 1.38481613e-01  2.23354341e-01 -8.75584320e-11
-3.45698742e-01  5.09519881e-02  6.50419772e-01
-3.45698742e-01  5.09519881e-02  0.00000000e+00
TS 0  3.60100000e+00
-5.74402363e-02  1.03430367e-01 -4.84772719e-02
-5.74402363e-02  1.03430367e-01  0.00000000e+00
-1.45958519e-02 -3.67907051e-01 -7.20055167e-01
-4.09047590e-01 -1.65062551e-01  1.47962379e-10
-5.43402818e-01  1.14653973e-01  4.44811880e-02
 9.28948665e-02  2.19149781e-01 -4.20449217e-10
-1.78997013e-01  7.16284898e-02  7.96067935e-01
-1.78997013e-01  7.16284898e-02  0.00000000e+00
TS 0  3.65100000e+00
 1.16533289e-01  6.34017805e-02  1.07117585e-01
 1.16533289e-01  6.34017805e-02  0.00000000e+00
 2.84672205e-02 -2.38734686e-01 -5.35236149e-01
-3.36817129e-01 -1.29246619e-01 -7.19735679e-11
-4.32211917e-01  6.93211822e-02  2.96886530e-01
 5.05186641e-02  1.88178579e-01  1.26669086e-10
-2.07436888e-02  7.14789314e-02  7.34751235e-01
-2.07436888e-02  7.14789314e-02  0.00000000e+00
TS 0  3.70100000e+00
 2.85031224e-01  8.81678761e-03  2.59183090e-01
 2.85031224e-01  8.81678761e-03  0.00000000e+00
 4.59413735e-02 -1.03373322e-01 -1.94323261e-01
-2.28527536e-01 -7.17660242e-02 -1.17487293e-11
-2.55960653e-01  2.42910108e-02  4.43938695e-01
 1.50846174e-02  1.27188871e-01  1.84825841e-11
 1.14517271e-01  5.44805821e-02  4.82340162e-01
 1.14517271e-01  5.44805821e-02  0.00000000e+00
TS 0  3.75100000e+00
 4.34492030e-01 -4.77822990e-02  3.70866291e-01
 4.34492030e-01 -4.77822990e-02  0.00000000e+00
 3.83183723e-02  2.85725713e-02  2.18475932e-01
-8.28687916e-02 -1.52070203e-03 -6.41152069e-11
-2.45123264e-02 -2.70437618e-02  5.37670702e-01
-1.92126407e-02  5.27732023e-02  4.31277396e-11
 2.20297833e-01  2.81573838e-02  1.16123214e-01
 2.20297833e-01  2.81573838e-02  0.00000000e+00
TS 0  3.80100000e+00
 5.52653991e-01 -9.47174482e-02  3.97519556e-01
 5.52653991e-01 -9.47174482e-02  0.00000000e+00
 6.47058183e-03  1.38435623e-01  7.00106561e-01
 9.66090713e-02  7.76304555e-02 -6.60589021e-10
 2.20053671e-01 -8.21202319e-02  6.01578156e-01
-4.29996797e-02 -3.99168387e-02  1.21353935e-09
 2.93329300e-01  4.63498300e-03 -2.51337606e-01
 2.93329300e-01  4.63498300e-03  0.00000000e+00
TS 0  3.85100000e+00
 6.34454126e-01 -1.23164614e-01  3.42910219e-01
 6.34454126e-01 -1.23164614e-01  0.00000000e+00
-3.25422914e-02  2.18687341e-01  1.19758704e+00
 2.87866714e-01  1.54736755e-01 -6.35930884e-10
 4.37658495e-01 -1.39691188e-01  6.83670048e-01
-6.37543336e-02 -1.28429326e-01  4.00610103e-10
 3.34595234e-01 -8.42002062e-03 -5.35938126e-01
 3.34595234e-01 -8.42002062e-03  0.00000000e+00
TS 0  3.90100000e+00
 6.77641585e-01 -1.28596950e-01  2.34254565e-01
 6.77641585e-01 -1.28596950e-01  0.00000000e+00
-5.85099875e-02  2.70322131e-01  1.55608998e+00
 4.59660923e-01  2.16837263e-01 -3.98689252e-09
 5.95170514e-01 -1.95573640e-01  8.32021465e-01
-9.15306369e-02 -1.87028360e-01  2.25650874e-09
 3.46916120e-01 -7.16515515e-03 -6.80884565e-01
 3.46916120e-01 -7.16515515e-03  0.00000000e+00
TS 0  3.95100000e+00
 6.81631762e-01 -1.11343376e-01  1.03921228e-01
 6.81631762e-01 -1.11343376e-01  0.00000000e+00
-5.94840964e-02  2.97676947e-01  1.66671150e+00
 5.85113140e-01  2.52930988e-01 -3.78463339e-09
 6.72532938e-01 -2.42796102e-01  1.03167565e+00
-1.30911352e-01 -1.97041034e-01  2.06951766e-09
 3.33338873e-01  8.09054395e-03 -6.64972646e-01
 3.33338873e-01  8.09054395e-03  0.00000000e+00
TS 0  4.00100000e+00
 6.47602474e-01 -7.63181801e-02 -2.53677851e-02
 6.47602474e-01 -7.63181801e-02  0.00000000e+00
-3.58223269e-02  3.02879999e-01  1.50591700e+00
 6.50155065e-01  2.57771824e-01 -1.35111808e-09
 6.66869953e-01 -2.73940154e-01  1.22008527e+00
-1.79587589e-01 -1.52070755e-01  8.54642520e-10
 2.96430304e-01  3.30811906e-02 -5.05088815e-01
 2.96430304e-01  3.30811906e-02  0.00000000e+00
TS 0  4.05100000e+00
 5.79510678e-01 -3.17737772e-02 -1.41362147e-01
 5.79510678e-01 -3.17737772e-02  0.00000000e+00
 3.34428235e-03  2.85139650e-01  1.13814911e+00
 6.52862842e-01  2.33355316e-01  1.52409295e-11
 5.89245176e-01 -2.82562087e-01  1.31694633e+00
-2.29641741e-01 -6.11821996e-02  8.88217247e-11
 2.38429705e-01  6.06794123e-02 -2.47773315e-01
 2.38429705e-01  6.06794123e-02  0.00000000e+00
TS 0  4.10100000e+00
 4.83931102e-01  1.26425918e-02 -2.32043596e-01
 4.83931102e-01  1.26425918e-02  0.00000000e+00
 4.55002550e-02  2.42035406e-01  6.75153355e-01
 5.98379202e-01  1.87485586e-01  3.12289496e-10
 4.57832351e-01 -2.64071126e-01  1.26143031e+00
-2.69808224e-01  5.38194977e-02 -2.23975905e-10
 1.62133628e-01  8.27805037e-02  3.73770949e-02
 1.62133628e-01  8.27805037e-02  0.00000000e+00
TS 0  4.15100000e+00
 3.68223964e-01  4.78904586e-02 -2.83135427e-01
 3.68223964e-01  4.78904586e-02  0.00000000e+00
 7.89295045e-02  1.71753137e-01  2.22257263e-01
 4.96743485e-01  1.31669080e-01  6.81074703e-10
 2.91765667e-01 -2.16687288e-01  1.03243906e+00
-2.88570761e-01  1.65937091e-01 -4.37268258e-10
 7.15588805e-02  9.27655825e-02  2.82355376e-01
 7.15588805e-02  9.27655825e-02  0.00000000e+00
TS 0  4.20100000e+00
 2.39879589e-01  6.72575877e-02 -2.76815665e-01
 2.39879589e-01  6.72575877e-02  0.00000000e+00
 9.57702509e-02  7.78530304e-02 -1.47152323e-01
 3.59570478e-01  7.68192854e-02 -2.41794612e-09
 1.09284807e-01 -1.43419154e-01  6.45738931e-01
-2.76172137e-01  2.49543504e-01  9.35331273e-10
-2.90389540e-02  8.78794663e-02  4.18192161e-01
-2.90389540e-02  8.78794663e-02  0.00000000e+00
TS 0  4.25100000e+00
 1.05617739e-01  6.90336924e-02 -2.20473106e-01
 1.05617739e-01  6.90336924e-02  0.00000000e+00
 8.81476226e-02 -3.66122091e-02 -3.86906133e-01
 2.02521802e-01  2.97484326e-02 -8.98765941e-10
-5.40476381e-02 -6.19194513e-02  1.59825294e-01
-2.35619844e-01  3.02770693e-01  4.28545131e-10
-1.34567014e-01  6.75380206e-02  4.44351444e-01
-1.34567014e-01  6.75380206e-02  0.00000000e+00
TS 0  4.30100000e+00
-2.69741196e-02  5.63465162e-02 -1.28278271e-01
-2.69741196e-02  5.63465162e-02  0.00000000e+00
 5.80757977e-02 -1.62299012e-01 -5.56528519e-01
 4.21547735e-02 -5.80171740e-03  1.49046117e-09
-1.86531402e-01  1.89808005e-02 -2.98859638e-01
-1.73685740e-01  3.27825738e-01 -8.02959945e-10
-2.39350957e-01  3.43787225e-02  3.00745738e-01
-2.39350957e-01  3.43787225e-02  0.00000000e+00
TS 0  4.35100000e+00
-1.50295242e-01  3.63755763e-02 -3.38860749e-02
-1.50295242e-01  3.63755763e-02  0.00000000e+00
 1.30960579e-02 -2.85997253e-01 -6.55067631e-01
-1.06303102e-01 -2.97986743e-02 -6.01154707e-10
-2.89267136e-01  9.49764810e-02 -7.03742730e-01
-9.81924224e-02  3.26710945e-01  4.47385199e-10
-3.38839281e-01 -5.58596505e-03  8.31347615e-02
-3.38839281e-01 -5.58596505e-03  0.00000000e+00
TS 0  4.40100000e+00
-2.56876155e-01  1.70287809e-02  4.22866830e-02
-2.56876155e-01  1.70287809e-02  0.00000000e+00
-3.88457324e-02 -3.95566906e-01 -7.00241190e-01
-2.33783515e-01 -4.65600956e-02 -4.01204217e-11
-3.61586970e-01  1.58758328e-01 -1.01860986e+00
-1.85963372e-02  3.06140450e-01  6.52688332e-11
-4.29582778e-01 -4.42547964e-02 -1.49965087e-01
-4.29582778e-01 -4.42547964e-02  0.00000000e+00
TS 0  4.45100000e+00
-3.39970659e-01  5.86062756e-03  8.21408517e-02
-3.39970659e-01  5.86062756e-03  0.00000000e+00
-8.97298052e-02 -4.83659851e-01 -7.06267812e-01
-3.32409773e-01 -6.00467569e-02 -4.08319415e-11
-4.08896021e-01  2.06333785e-01 -1.22426693e+00
 5.53974603e-02  2.74689656e-01  3.19859065e-11
-5.06564907e-01 -7.42118888e-02 -3.31987410e-01
-5.06564907e-01 -7.42118888e-02  0.00000000e+00
TS 0  4.50100000e+00
-3.94317713e-01  7.52520981e-03  7.78126671e-02
-3.94317713e-01  7.52520981e-03  0.00000000e+00
-1.30521279e-01 -5.44263845e-01 -6.93549089e-01
-3.99173088e-01 -7.42628165e-02 -1.75923972e-10
-4.39928790e-01  2.35593335e-01 -1.30914380e+00
 1.14634814e-01  2.42028406e-01  5.81689540e-10
-5.62967296e-01 -8.95497660e-02 -4.16410502e-01
-5.62967296e-01 -8.95497660e-02  0.00000000e+00
TS 0  4.55100000e+00
-4.16318444e-01  2.25209039e-02  3.31671802e-02
-4.16318444e-01  2.25209039e-02  0.00000000e+00
-1.53983981e-01 -5.74450216e-01 -6.79858363e-01
-4.35289796e-01 -9.13006814e-02 -3.66837496e-10
-4.63317230e-01  2.46086709e-01 -1.27519347e+00
 1.52864098e-01  2.15931521e-01  8.36266657e-10
-5.90973949e-01 -8.68385102e-02 -3.81592684e-01
-5.90973949e-01 -8.68385102e-02  0.00000000e+00
TS 0  4.60100000e+00
-4.04116872e-01  4.70648390e-02 -3.67493705e-02
-4.04116872e-01  4.70648390e-02  0.00000000e+00
-1.56327127e-01 -5.74284145e-01 -6.73953739e-01
-4.45351098e-01 -1.10682487e-01 -4.11838599e-10
-4.84520712e-01  2.38934900e-01 -1.13421202e+00
 1.67859882e-01  2.00795377e-01  4.60025665e-10
-5.83429584e-01 -6.63287961e-02 -2.33384833e-01
-5.83429584e-01 -6.63287961e-02  0.00000000e+00
TS 0  4.65100000e+00
-3.57667921e-01  7.41292624e-02 -1.08166279e-01
-3.57667921e-01  7.41292624e-02  0.00000000e+00
-1.37824558e-01 -5.45934337e-01 -6.74720604e-01
-4.35776682e-01 -1.29605750e-01 -2.04274630e-10
-5.03757665e-01  2.17019170e-01 -9.06096598e-01
 1.61430347e-01  1.96959036e-01  2.88438348e-11
-5.36371272e-01 -3.28169927e-02 -2.31281896e-03
-5.36371272e-01 -3.28169927e-02  0.00000000e+00
TS 0  4.70100000e+00
-2.78877098e-01  9.52497274e-02 -1.53063423e-01
-2.78877098e-01  9.52497274e-02  0.00000000e+00
-1.02504710e-01 -4.92269152e-01 -6.71420824e-01
-4.12637967e-01 -1.43757159e-01  4.08282659e-11
-5.14727993e-01  1.84683816e-01 -6.19826296e-01
 1.38392611e-01  2.00541498e-01 -8.68914011e-11
-4.51757033e-01  4.89758948e-03  2.58674040e-01
-4.51757033e-01  4.89758948e-03  0.00000000e+00
TS 0  4.75100000e+00
-1.72084854e-01  1.02764550e-01 -1.47631352e-01
-1.72084854e-01  1.02764550e-01  0.00000000e+00
-5.75473332e-02 -4.16384312e-01 -6.45169390e-01
-3.79197840e-01 -1.48205974e-01  4.91592168e-12
-5.05425443e-01  1.46919076e-01 -3.12537406e-01
 1.05161659e-01  2.03860359e-01 -3.97483614e-12
-3.38620835e-01  3.65976398e-02  4.79300896e-01
-3.38620835e-01  3.65976398e-02  0.00000000e+00
TS 0  4.80100000e+00
-4.49825740e-02  9.20194216e-02 -8.16714644e-02
-4.49825740e-02  9.20194216e-02  0.00000000e+00
-1.34119629e-02 -3.23922960e-01 -5.70110844e-01
-3.33926573e-01 -1.37975756e-01  4.66530548e-11
-4.62062306e-01  1.08239120e-01 -3.06101400e-02
 6.88212747e-02  1.97149288e-01 -2.28370483e-10
-2.11174349e-01  5.44824961e-02  5.93097338e-01
-2.11174349e-01  5.44824961e-02  0.00000000e+00
TS 0  4.85100000e+00
 9.20799584e-02  6.33798883e-02  3.29435303e-02
 9.20799584e-02  6.33798883e-02  0.00000000e+00
 1.90724629e-02 -2.21375727e-01 -4.19554795e-01
-2.70985916e-01 -1.10171062e-01 -2.49408784e-11
-3.73574830e-01  7.07743255e-02  1.87420222e-01
 3.53528263e-02  1.71729084e-01  4.46123292e-11
-8.45323520e-02  5.57497243e-02  5.60007161e-01
-8.45323520e-02  5.57497243e-02  0.00000000e+00
TS 0  4.90100000e+00
 2.27121691e-01  2.21173326e-02  1.59453270e-01
 2.27121691e-01  2.21173326e-02  0.00000000e+00
 3.31309302e-02 -1.15093356e-01 -1.66177186e-01
-1.83865027e-01 -6.55176485e-02 -2.17637540e-09
-2.38243710e-01  3.37841725e-02  3.30706015e-01
 7.36190046e-03  1.25315916e-01 -1.03855636e-09
 2.93073902e-02  4.30442270e-02  3.86514565e-01
 2.93073902e-02  4.30442270e-02  0.00000000e+00
TS 0  4.95100000e+00
 3.50241783e-01 -2.25506547e-02  2.69824792e-01
 3.50241783e-01 -2.25506547e-02  0.00000000e+00
 3.07817060e-02 -8.94100096e-03  1.51292496e-01
-7.35937826e-02 -1.14139571e-02 -5.24120192e-10
-6.31094003e-02 -7.15077258e-03  4.19235382e-01
-1.90906164e-02  6.81120649e-02  7.48039910e-10
 1.23184638e-01  2.20809916e-02  1.20126868e-01
 1.23184638e-01  2.20809916e-02  0.00000000e+00
TS 0  5.00000000e+00
 4.49563294e-01 -6.06230734e-02  3.20463369e-01
 4.49563294e-01 -6.06230734e-02  0.00000000e+00
 1.19307569e-02  8.02770704e-02  4.86408466e-01
 5.71282063e-02  4.79796744e-02 -2.87664540e-09
 1.23057678e-01 -5.07066690e-02  4.93397238e-01
-4.04576102e-02  3.05956065e-03  5.51934939e-09
 1.91683512e-01  2.26933396e-03 -1.53049482e-01
 1.91683512e-01  2.26933396e-03  0.00000000e+00
ENDDS
